rank,geek_rating,game_id
504,6.80488,132018
505,6.80183,131646
506,6.79839,904
507,6.79702,8051
508,6.7953,22825
509,6.79484,1822
510,6.7938,8045
511,6.79278,160018
512,6.7923,30645
513,6.79155,168917
514,6.78755,37380
515,6.78498,171669
516,6.78409,45
517,6.78317,174570
518,6.78127,141517
519,6.78026,60
520,6.7801,55427
521,6.78001,156776
522,6.77905,122298
523,6.77703,173
524,6.77693,2398
525,6.7745,65244
526,6.77412,191977
527,6.77366,66505
528,6.77357,26990
529,6.77306,171273
530,6.77206,224
531,6.76984,165401
532,6.76981,51
533,6.76895,104363
534,6.7687,104710
535,6.7656,432
536,6.76251,98229
537,6.76148,135382
538,6.75904,72287
539,6.75665,193558
540,6.75646,699
541,6.75498,202408
542,6.75426,38054
543,6.75389,551
544,6.75306,160851
545,6.75266,16747
546,6.75191,27588
547,6.74944,161866
548,6.74698,50768
549,6.74448,59946
550,6.74344,122522
551,6.74236,137649
552,6.74057,153016
553,6.73799,18100
554,6.73795,15817
555,6.73676,97903
556,6.73376,94246
557,6.7332,104020
558,6.73292,2093
559,6.72657,25568
560,6.72622,38159
561,6.72576,165838
562,6.72504,66056
563,6.72202,151007
564,6.7216,23094
565,6.7211,35497
566,6.72088,57390
567,6.71914,41
568,6.7189,5737
569,6.71458,172047
570,6.71428,91514
571,6.71424,169654
572,6.71144,150999
573,6.71127,17396
574,6.71118,177678
575,6.71085,142326
576,6.70914,72321
577,6.70572,157403
578,6.70417,37759
579,6.70367,175117
580,6.70318,42910
581,6.70298,71671
582,6.70243,170416
583,6.70228,27364
584,6.7016,4099
585,6.70067,124
586,6.69993,327
587,6.69987,203993
588,6.6979,156546
589,6.69689,1634
590,6.69591,34084
591,6.69394,177590
592,6.69325,68264
593,6.6931,136991
594,6.69181,121410
595,6.68959,25669
596,6.68874,8203
597,6.68865,154458
598,6.68775,171233
599,6.68681,230
600,6.68631,37628
601,6.68498,39953
602,6.68466,30618
603,6.68462,30381
604,6.68407,2507
605,6.6825,157526
606,6.68172,91536
607,6.68125,132372
608,6.68062,44163
609,6.67994,1608
610,6.67902,121297
611,6.67887,152162
612,6.67753,164265
613,6.675,200147
614,6.67354,221
615,6.67293,19100
616,6.67266,91873
617,6.67139,127518
618,6.67055,21523
619,6.66987,130176
620,6.66921,1382
621,6.6654,91080
622,6.66443,15126
623,6.66437,25821
624,6.6635,833
625,6.66321,8989
626,6.66263,183880
627,6.66223,855
628,6.66155,37836
629,6.66152,159473
630,6.65843,823
631,6.65812,53093
632,6.65767,157001
633,6.65566,170561
634,6.65503,154086
635,6.6526,96007
636,6.65252,143884
637,6.6524,25643
638,6.65233,131260
639,6.65217,1465
640,6.65081,153065
641,6.64978,1261
642,6.64925,18258
643,6.64878,154246
644,6.64795,60435
645,6.64764,123955
646,6.64695,43022
647,6.64631,75449
648,6.64537,95103
649,6.64335,24068
650,6.64215,17329
651,6.64069,56692
652,6.64056,158435
653,6.6395,527
654,6.63779,125678
655,6.63747,11825
656,6.63721,35815
657,6.63719,174660
658,6.63567,180680
659,6.63552,178336
660,6.6355,140933
661,6.63465,40793
662,6.63448,6830
663,6.63297,154825
664,6.6321,278
665,6.63171,13823
666,6.62946,191231
667,6.62543,120523
668,6.62499,119591
669,6.62484,164338
670,6.62402,144041
671,6.62393,37919
672,6.62339,158600
673,6.62062,20542
674,6.62041,12495
675,6.62009,1159
676,6.61927,47055
677,6.61727,207691
678,6.61711,147303
679,6.61626,105
680,6.61552,105037
681,6.61288,111124
682,6.61187,212445
683,6.61101,181687
684,6.61011,138649
685,6.60953,180593
686,6.6094,145639
687,6.60913,169426
688,6.60903,109125
689,6.60765,12995
690,6.60523,75165
691,6.60521,185589
692,6.60493,102548
693,6.60486,42452
694,6.60381,16395
695,6.60338,22141
696,6.60295,154386
697,6.60065,156714
698,6.60035,193042
699,6.59925,204027
700,6.59838,199478
701,6.59828,137297
702,6.59825,66
703,6.59788,29934
704,6.59763,104347
705,6.59636,21441
706,6.5958,123499
707,6.59533,103
708,6.59521,902
709,6.59495,106
710,6.59423,175199
711,6.59232,159109
712,6.59232,33604
713,6.59127,9203
714,6.58516,134352
715,6.58514,15
716,6.58397,176229
717,6.5838,165722
718,6.58351,10640
719,6.58338,16992
720,6.58306,173064
721,6.5828,72991
722,6.58251,10
723,6.58171,131014
724,6.58141,160902
725,6.57953,35052
726,6.57778,152470
727,6.57737,152
728,6.57723,129051
729,6.57702,183840
730,6.57701,150312
731,6.57688,125548
732,6.5764,176544
733,6.57582,58936
734,6.57556,122294
735,6.57479,7480
736,6.57463,157809
737,6.57436,354
738,6.5733,13780
739,6.57199,194879
740,6.57173,492
741,6.57162,156091
742,6.57104,2338
743,6.57095,138431
744,6.57008,13884
745,6.56613,39684
746,6.566,117985
747,6.56582,43443
748,6.56552,878
749,6.56539,123607
750,6.56403,1231
751,6.5638,19999
752,6.56264,17405
753,6.56257,6205
754,6.56193,30658
755,6.5599,112
756,6.55907,22484
757,6.55668,34194
758,6.55623,55697
759,6.55419,22038
760,6.5526,196
761,6.55202,423
762,6.55149,143405
763,6.55143,171879
764,6.5514,16986
765,6.55115,16496
766,6.55044,24417
767,6.55011,199561
768,6.54904,92319
769,6.5475,106662
770,6.54508,1897
771,6.545,127024
772,6.54414,63268
773,6.544,94362
774,6.54295,67254
775,6.542,40270
776,6.54177,3072
777,6.54148,826
778,6.54109,9446
779,6.54034,26
780,6.53956,142992
781,6.53906,38862
782,6.53866,203427
783,6.53783,15512
784,6.5376,101785
785,6.53751,112138
786,6.53639,9220
787,6.53572,200077
788,6.53426,41916
789,6.53387,6411
790,6.53352,166226
791,6.53349,2081
792,6.53302,220
793,6.53296,163413
794,6.53264,85256
795,6.53252,3800
796,6.53223,139771
797,6.53158,12761
798,6.53134,1540
799,6.53014,19237
800,6.52978,61692
801,6.5294,143986
802,6.52702,139030
803,6.52679,481
804,6.52652,26457
805,6.52574,681
806,6.52507,73369
807,6.52417,21550
808,6.52261,148943
809,6.52063,163154
810,6.51913,179275
811,6.51877,38343
812,6.51875,3284
813,6.51866,1115
814,6.5183,179572
815,6.5183,113873
816,6.51734,83195
817,6.51688,142079
818,6.51676,195137
819,6.51609,142961
820,6.51559,160610
821,6.5155,146221
822,6.51473,176165
823,6.51317,184424
824,6.51268,129459
825,6.51087,5716
826,6.51085,1499
827,6.51066,88827
828,6.51038,41933
829,6.50923,167270
830,6.50885,57925
831,6.50878,730
832,6.50843,134453
833,6.50715,147253
834,6.50643,134253
835,6.50616,19622
836,6.50444,181796
837,6.50391,177802
838,6.503,2842
839,6.50294,179803
840,6.50174,701
841,6.50111,152765
842,6.50104,22
843,6.49926,1915
844,6.4984,1403
845,6.4978,37387
846,6.4976,6351
847,6.49692,115
848,6.49477,103185
849,6.49457,38765
850,6.49322,146418
851,6.49236,165986
852,6.49114,254
853,6.49101,37907
854,6.48995,103092
855,6.4897,42487
856,6.48962,2122
857,6.48952,71836
858,6.48921,7805
859,6.48841,394
860,6.4883,113401
861,6.48826,24827
862,6.48795,94104
863,6.48711,24773
864,6.48675,21920
865,6.48571,90040
866,6.48562,157096
867,6.48521,242
868,6.48439,192135
869,6.48425,594
870,6.48368,168
871,6.48238,38863
872,6.48196,191300
873,6.48006,179172
874,6.47913,173090
875,6.47901,142852
876,6.47858,165872
877,6.47789,5206
878,6.4749,131366
879,6.47432,87890
880,6.4738,144529
881,6.47353,141423
882,6.47199,148951
883,6.47186,70
884,6.47088,35435
885,6.46976,29937
886,6.46769,193949
887,6.46561,31497
888,6.46529,107255
889,6.46479,42124
890,6.46393,158900
891,6.46368,104955
892,6.46254,84
893,6.46197,168998
894,6.46,131325
895,6.46,204305
896,6.45987,172381
897,6.45861,2393
898,6.45818,39339
899,6.4567,34887
900,6.45647,149155
901,6.45576,182340
902,6.45549,37358
903,6.45524,620
904,6.45315,175223
905,6.45292,71906
906,6.4528,143185
907,6.45189,37141
908,6.45099,36522
909,6.45097,3565
910,6.45049,14254
911,6.45033,91984
912,6.44998,92190
913,6.44976,138233
914,6.44947,111417
915,6.44866,204
916,6.44656,1662
917,6.44655,73
918,6.44568,3228
919,6.44497,113636
920,6.44297,21954
921,6.4428,172220
922,6.44277,181810
923,6.44226,56931
924,6.44209,201
925,6.44201,199
926,6.44196,125752
927,6.4391,131111
928,6.43777,624
929,6.43607,38992
930,6.43575,3955
931,6.43453,122842
932,6.4343,116
933,6.43357,2987
934,6.43216,1887
935,6.43181,8129
936,6.43111,55829
937,6.4308,38386
938,6.43043,54361
939,6.42944,10093
940,6.42922,178054
941,6.42868,136280
942,6.42833,2808
943,6.42761,168609
944,6.42723,75476
945,6.4271,1829
946,6.42643,194880
947,6.42637,157
948,6.42464,23679
949,6.42403,40209
950,6.42277,33451
951,6.42273,86246
952,6.42012,2961
953,6.42011,200954
954,6.41989,63543
955,6.41975,9910
956,6.41974,177524
957,6.41933,237
958,6.41819,36811
959,6.41808,122240
960,6.41626,986
961,6.41499,28089
962,6.41482,8098
963,6.41441,128442
964,6.41209,172385
965,6.4114,99975
966,6.41069,232
967,6.41044,111105
968,6.40892,3931
969,6.40859,18745
970,6.40835,168788
971,6.40725,102435
972,6.40703,65564
973,6.40673,4396
974,6.40511,24703
975,6.4051,191876
976,6.40461,116954
977,6.40362,119
978,6.40162,494
979,6.40073,361
980,6.40046,135779
981,6.4001,195162
982,6.39924,38545
983,6.39858,1568
984,6.39844,180040
985,6.39787,81640
986,6.39771,15953
987,6.39718,149951
988,6.39695,24742
989,6.39679,179460
990,6.39658,25224
991,6.3945,438
992,6.39421,43868
993,6.39352,2065
994,6.3933,71074
995,6.39254,31552
996,6.39225,82168
997,6.3917,15839
998,6.39104,32666
999,6.39097,15511
1000,6.39041,915
1001,6.38976,91620
1002,6.38953,442
1003,6.38946,123096
1004,6.3894,13308
1005,6.38911,1544
1006,6.38872,39217
1007,6.38869,180852
1008,6.38848,144568
1009,6.38764,12477
1010,6.38729,619
1011,6.38682,31105
1012,6.38667,63759
1013,6.38633,141736
1014,6.38547,15818
1015,6.38545,85005
1016,6.38479,925
1017,6.38443,2570
1018,6.38419,155255
1019,6.3839,17710
1020,6.38363,32125
1021,6.38355,67239
1022,6.38301,171011
1023,6.38267,157026
1024,6.38196,179303
1025,6.38163,167513
1026,6.38108,35503
1027,6.38098,73316
1028,6.38088,21133
1029,6.38012,166857
1030,6.37971,144239
1031,6.37934,85036
1032,6.37874,6779
1033,6.37776,207336
1034,6.37764,181524
1035,6.3775,28259
1036,6.3768,2397
1037,6.37669,46396
1038,6.37565,118174
1039,6.37501,41749
1040,6.37411,19526
1041,6.37271,424
1042,6.37224,31759
1043,6.37173,114031
1044,6.37121,165950
1045,6.37022,153064
1046,6.36968,175307
1047,6.36912,195544
1048,6.36799,4636
1049,6.3673,145189
1050,6.3664,169611
1051,6.36585,180899
1052,6.36391,165948
1053,6.36347,12166
1054,6.36278,31624
1055,6.36262,124172
1056,6.36168,40769
1057,6.36152,27627
1058,6.36114,89910
1059,6.36109,9215
1060,6.36103,2251
1061,6.3605,34707
1062,6.35947,13551
1063,6.35877,903
1064,6.35837,128898
1065,6.35818,22348
1066,6.35759,8190
1067,6.35744,5781
1068,6.35714,8481
1069,6.35572,929
1070,6.35554,175293
1071,6.35544,148601
1072,6.35536,25277
1073,6.35477,144826
1074,6.35471,12589
1075,6.35417,58110
1076,6.35411,35761
1077,6.35278,42673
1078,6.35221,1442
1079,6.35168,134157
1080,6.3508,16267
1081,6.3507,120217
1082,6.35025,340
1083,6.34886,46255
1084,6.34834,118536
1085,6.34785,40760
1086,6.3473,33154
1087,6.34725,22143
1088,6.34725,66588
1089,6.34673,16772
1090,6.34554,195571
1091,6.34552,5072
1092,6.34532,24310
1093,6.34506,68182
1094,6.34492,120
1095,6.34474,17223
1096,6.34469,62220
1097,6.34346,113289
1098,6.34322,66214
1099,6.34319,117
1100,6.3429,85325
1101,6.34289,118063
1102,6.34278,71882
1103,6.34261,249
1104,6.34165,192860
1105,6.34154,3353
1106,6.34048,118695
1107,6.34039,41010
1108,6.34028,29972
1109,6.33946,9027
1110,6.33835,75358
1111,6.33632,4741
1112,6.33539,182694
1113,6.33469,158339
1114,6.33444,36399
1115,6.3334,142121
1116,6.33292,171662
1117,6.33278,198953
1118,6.33212,119391
1119,6.33072,21551
1120,6.33031,39927
1121,6.33023,18748
1122,6.32901,143401
1123,6.32872,133632
1124,6.32782,123609
1125,6.32726,1032
1126,6.32725,43152
1127,6.32723,40393
1128,6.32607,1198
1129,6.32597,77
1130,6.32556,169794
1131,6.32517,29223
1132,6.32512,32412
1133,6.32472,3720
1134,6.32365,57660
1135,6.32319,9341
1136,6.32255,1117
1137,6.32226,123219
1138,6.32212,98
1139,6.32201,112686
1140,6.32192,20134
1141,6.32147,71061
1142,6.32089,31483
1143,6.31991,197443
1144,6.31937,171726
1145,6.31899,180592
1146,6.31641,130
1147,6.31561,127997
1148,6.3149,29839
1149,6.31452,203420
1150,6.31441,11057
1151,6.31423,169416
1152,6.31376,38718
1153,6.31373,40237
1154,6.31362,472
1155,6.31334,128667
1156,6.31307,148261
1157,6.31291,54137
1158,6.31189,197405
1159,6.31141,202670
1160,6.31033,589
1161,6.30865,49
1162,6.30859,66510
1163,6.30831,65515
1164,6.30814,631
1165,6.30797,15510
1166,6.30795,111732
1167,6.30767,204836
1168,6.30618,1234
1169,6.30595,38531
1170,6.30545,155969
1171,6.30524,6901
1172,6.30496,109291
1173,6.3049,88408
1174,6.3038,38309
1175,6.30343,83734
1176,6.30327,104581
1177,6.30297,76417
1178,6.30291,66171
1179,6.30224,30367
1180,6.30177,137330
1181,6.3011,205716
1182,6.3001,398
1183,6.30001,83667
1184,6.29934,72
1185,6.29926,15600
1186,6.29802,94480
1187,6.29662,136056
1188,6.29594,1107
1189,6.29588,592
1190,6.29574,98315
1191,6.29468,213893
1192,6.29331,12005
1193,6.29229,172996
1194,6.29215,12750
1195,6.29203,67928
1196,6.29176,27848
1197,6.29092,19764
1198,6.28959,92044
1199,6.28947,99
1200,6.28935,40529
1201,6.28851,1155
1202,6.2884,67185
1203,6.28673,19995
1204,6.28656,124052
1205,6.28646,32674
1206,6.28635,41863
1207,6.28605,76150
1208,6.28603,73070
1209,6.28547,176558
1210,6.28547,128445
1211,6.28511,14
1212,6.28499,22897
1213,6.28404,128721
1214,6.28182,124965
1215,6.28109,157413
1216,6.28099,384
1217,6.28019,175095
1218,6.28002,144864
1219,6.27959,154182
1220,6.27922,9441
1221,6.27888,162388
1222,6.27839,163370
1223,6.27789,36648
1224,6.27671,29073
1225,6.2767,443
1226,6.27607,34585
1227,6.27592,182189
1228,6.27503,54307
1229,6.27496,206718
1230,6.27434,168681
1231,6.27419,28
1232,6.27381,150145
1233,6.2738,36400
1234,6.2736,122588
1235,6.27284,4218
1236,6.27244,67180
1237,6.27162,78733
1238,6.27161,151247
1239,6.27033,511
1240,6.26946,175621
1241,6.26856,3570
1242,6.26819,158572
1243,6.26812,10997
1244,6.26745,153507
1245,6.26686,143404
1246,6.26678,2596
1247,6.26601,4192
1248,6.26505,466
1249,6.265,154509
1250,6.26476,157917
1251,6.26345,66587
1252,6.26279,126996
1253,6.26203,144415
1254,6.26199,11971
1255,6.26056,102237
1256,6.26001,21632
1257,6.2597,20133
1258,6.25965,638
1259,6.25931,173101
1260,6.25905,337
1261,6.25813,2476
1262,6.25799,194626
1263,6.25794,15290
1264,6.25781,146816
1265,6.25759,125
1266,6.25694,7858
1267,6.25693,187653
1268,6.25669,65282
1269,6.25574,8095
1270,6.25502,91523
1271,6.25425,139899
1272,6.25423,137423
1273,6.25418,181797
1274,6.2541,140
1275,6.25359,12350
1276,6.25355,166286
1277,6.25274,81453
1278,6.25246,177478
1279,6.25228,156858
1280,6.25173,144270
1281,6.25135,66849
1282,6.25089,145371
1283,6.25083,193737
1284,6.25068,162823
1285,6.24993,691
1286,6.24992,125046
1287,6.24988,137031
1288,6.24969,144553
1289,6.24936,172503
1290,6.24906,128931
1291,6.24891,65907
1292,6.24878,187377
1293,6.24864,15318
1294,6.24863,4394
1295,6.24853,207830
1296,6.24845,129731
1297,6.24807,2533
1298,6.24757,153097
1299,6.24757,145645
1300,6.2466,1295
1301,6.24645,128
1302,6.24349,126100
1303,6.24325,132
1304,6.24312,156548
1305,6.24285,45748
1306,6.24262,39206
1307,6.24196,2569
1308,6.24163,174973
1309,6.24139,22877
1310,6.23971,1563
1311,6.23912,103686
1312,6.23833,22532
1313,6.23752,17025
1314,6.23729,526
1315,6.23639,3870
1316,6.23423,59
1317,6.23366,6819
1318,6.23363,119781
1319,6.23359,61487
1320,6.2329,21791
1321,6.23258,38786
1322,6.23255,168274
1323,6.23232,348
1324,6.23221,176083
1325,6.23195,798
1326,6.23177,19348
1327,6.23176,174078
1328,6.2317,205398
1329,6.23169,67888
1330,6.23163,37371
1331,6.23153,3972
1332,6.23121,183006
1333,6.23092,152242
1334,6.22966,23107
1335,6.22965,37196
1336,6.22952,195528
1337,6.22951,531
1338,6.22939,217
1339,6.22928,192074
1340,6.22873,12692
1341,6.22855,16991
1342,6.22829,17161
1343,6.22703,124969
1344,6.22665,123239
1345,6.22642,118418
1346,6.22633,11229
1347,6.22628,39188
1348,6.22602,32484
1349,6.2249,36946
1350,6.22424,40990
1351,6.22399,158340
1352,6.22231,2603
1353,6.22216,157958
1354,6.2213,156501
1355,6.22067,108
1356,6.22057,20
1357,6.21917,19427
1358,6.2186,59753
1359,6.21829,1042
1360,6.21821,181345
1361,6.21692,31479
1362,6.21622,96152
1363,6.21618,25729
1364,6.21609,22192
1365,6.2155,715
1366,6.21531,7
1367,6.21445,2529
1368,6.21305,1219
1369,6.213,1044
1370,6.21259,99392
1371,6.21157,119012
1372,6.21053,41627
1373,6.21,125921
1374,6.20954,183231
1375,6.2093,145203
